area_code,primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
K4B,African origins,Central and West African origins,Togolese,0,0,0
K4B,African origins,Central and West African origins,Wolof,0,0,0
K4B,African origins,Central and West African origins,Yoruba,0,0,0
K4B,African origins,Central and West African origins,Central and West African origins; n.i.e.,0,0,0
K4B,African origins,North African origins,,25,15,10
K4B,African origins,North African origins,Algerian,0,0,0
K4B,African origins,North African origins,Berber,0,10,0
K4B,African origins,North African origins,Coptic,0,0,0
K4B,African origins,North African origins,Dinka,0,0,0
K4B,African origins,North African origins,Egyptian,0,0,0
K4B,African origins,North African origins,Libyan,0,0,0
K4B,African origins,North African origins,Maure,0,0,0
K4B,African origins,North African origins,Moroccan,25,10,10
K4B,African origins,North African origins,Sudanese,0,0,0
K4B,African origins,North African origins,Tunisian,10,10,0
K4B,African origins,North African origins,North African origins; n.i.e.,0,0,0
K4B,African origins,Southern and East African origins,,25,0,25
K4B,African origins,Southern and East African origins,Afrikaner,0,0,0
K4B,African origins,Southern and East African origins,Amhara,0,0,0
K4B,African origins,Southern and East African origins,Bantu; n.o.s.,0,0,0
K4B,African origins,Southern and East African origins,Burundian,0,0,0
K4B,African origins,Southern and East African origins,Djiboutian,0,0,0
K4B,African origins,Southern and East African origins,Eritrean,0,0,0
K4B,African origins,Southern and East African origins,Ethiopian,0,0,0
K4B,African origins,Southern and East African origins,Harari,0,0,0
K4B,African origins,Southern and East African origins,Kenyan,0,0,0
K4B,African origins,Southern and East African origins,Malagasy,0,0,0
K4B,African origins,Southern and East African origins,Mauritian,0,0,0
K4B,African origins,Southern and East African origins,Oromo,0,0,0
K4B,African origins,Southern and East African origins,Rwandan,0,0,0
K4B,African origins,Southern and East African origins,Seychellois,0,0,0
K4B,African origins,Southern and East African origins,Somali,0,0,0
K4B,African origins,Southern and East African origins,South African,20,0,15
K4B,African origins,Southern and East African origins,Tanzanian,10,0,10
K4B,African origins,Southern and East African origins,Tigrian,0,0,0
K4B,African origins,Southern and East African origins,Ugandan,0,0,0
K4B,African origins,Southern and East African origins,Zambian,0,0,0
K4B,African origins,Southern and East African origins,Zimbabwean,0,0,0
K4B,African origins,Southern and East African origins,Zulu,0,0,0
K4B,African origins,Southern and East African origins,Southern and East African origins; n.i.e.,0,0,0
K4B,African origins,Other African origins,,10,0,10
K4B,African origins,Other African origins,Black; n.o.s.,0,0,0
K4B,African origins,Other African origins,Other African origins; n.i.e.,0,0,10
K4B,Asian origins,Other African origins,,165,80,85
K4B,Asian origins,West Central Asian and Middle Eastern origins,,110,70,40
K4B,Asian origins,West Central Asian and Middle Eastern origins,Afghan,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Arab; n.o.s.,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Armenian,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Assyrian,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Azerbaijani,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Georgian,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Hazara,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Iranian,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Iraqi,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Israeli,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Jordanian,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Kazakh,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Kurd,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Kuwaiti,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Kyrgyz,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Lebanese,90,60,25
K4B,Asian origins,West Central Asian and Middle Eastern origins,Palestinian,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Pashtun,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Saudi Arabian,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Syrian,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Tajik,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Tatar,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Turk,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Turkmen,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Uighur,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Uzbek,0,0,0
K4B,Asian origins,West Central Asian and Middle Eastern origins,Yemeni,15,0,10
K4B,Asian origins,West Central Asian and Middle Eastern origins,West Central Asian and Middle Eastern origins; n.i.e.,0,0,0
K4B,Asian origins,South Asian origins,,35,15,20
K4B,Asian origins,South Asian origins,Bangladeshi,0,0,0
K4B,Asian origins,South Asian origins,Bengali,0,0,0
K4B,Asian origins,South Asian origins,Bhutanese,0,0,0
K4B,Asian origins,South Asian origins,East Indian,20,0,15
K4B,Asian origins,South Asian origins,Goan,0,0,0
K4B,Asian origins,South Asian origins,Gujarati,0,0,0
K4B,Asian origins,South Asian origins,Kashmiri,0,0,0
K4B,Asian origins,South Asian origins,Nepali,0,0,0
K4B,Asian origins,South Asian origins,Pakistani,0,0,10
K4B,Asian origins,South Asian origins,Punjabi,0,0,0
K4B,Asian origins,South Asian origins,Sinhalese,15,15,0
K4B,Asian origins,South Asian origins,Sri Lankan,15,10,0
K4B,Asian origins,South Asian origins,Tamil,0,0,0
K4B,Asian origins,South Asian origins,South Asian origins; n.i.e.,0,0,0
K4B,Asian origins,East and Southeast Asian origins,,50,0,45
K4B,Asian origins,East and Southeast Asian origins,Burmese,0,0,0
K4B,Asian origins,East and Southeast Asian origins,Cambodian (Khmer),0,0,0
K4B,Asian origins,East and Southeast Asian origins,Chinese,25,0,25
K4B,Asian origins,East and Southeast Asian origins,Filipino,10,0,10
K4B,Asian origins,East and Southeast Asian origins,Hmong,0,0,0
K4B,Asian origins,East and Southeast Asian origins,Indonesian,15,10,10
K4B,Asian origins,East and Southeast Asian origins,Japanese,0,0,0
K4B,Asian origins,East and Southeast Asian origins,Karen,0,0,0
K4B,Asian origins,East and Southeast Asian origins,Korean,0,0,0
K4B,Asian origins,East and Southeast Asian origins,Laotian,0,0,0
K4B,Asian origins,East and Southeast Asian origins,Malaysian,20,10,10
K4B,Asian origins,East and Southeast Asian origins,Mongolian,0,0,0
K4B,Asian origins,East and Southeast Asian origins,Singaporean,0,0,0
K4B,Asian origins,East and Southeast Asian origins,Taiwanese,0,0,0
K4B,Asian origins,East and Southeast Asian origins,Thai,0,0,0
K4B,Asian origins,East and Southeast Asian origins,Tibetan,0,0,0
K4B,Asian origins,East and Southeast Asian origins,Vietnamese,10,0,10
K4B,Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,0,0,0
K4B,Asian origins,Other Asian origins,,0,0,0
K4B,Asian origins,Other Asian origins,Other Asian origins; n.i.e.,0,0,0
K4B,Oceania origins,Other Asian origins,,0,0,0
K4B,Oceania origins,Australian,,0,0,0
K4B,Oceania origins,New Zealander,,0,0,0
K4B,Oceania origins,Pacific Islands origins,,0,0,0
K4B,Oceania origins,Pacific Islands origins,Fijian,0,0,0
K4B,Oceania origins,Pacific Islands origins,Hawaiian,0,0,0
K4B,Oceania origins,Pacific Islands origins,Maori,0,0,0
K4B,Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,0
K4B,Oceania origins,Pacific Islands origins,Samoan,0,0,0
K4B,Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,0,0,0
K1E,North American Aboriginal origins,,,1050,450,605
K1E,North American Aboriginal origins,First Nations (North American Indian),,635,265,375
K1E,North American Aboriginal origins,Inuit,,45,15,35
K1E,North American Aboriginal origins,Métis,,395,185,210
K1E,Other North American origins,,,6420,3155,3270
K1E,Other North American origins,Acadian,,85,35,45
K1E,Other North American origins,American,,190,100,95
K1E,Other North American origins,Canadian,,6225,3050,3175
K1E,Other North American origins,New Brunswicker,,0,0,0
K1E,Other North American origins,Newfoundlander,,0,0,0
K1E,Other North American origins,Nova Scotian,,0,0,0
K1E,Other North American origins,Ontarian,,30,20,10
K1E,Other North American origins,Québécois,,10,0,0
K1E,Other North American origins,Other North American origins; n.i.e.,,0,0,0
K1E,European origins,,,10145,4940,5210
K1E,European origins,British Isles origins,,6505,3160,3355
K1E,European origins,British Isles origins,Channel Islander,0,0,0
K1E,European origins,British Isles origins,Cornish,0,0,0
K1E,European origins,British Isles origins,English,3375,1725,1650
K1E,European origins,British Isles origins,Irish,3195,1450,1745
K1E,European origins,British Isles origins,Manx,0,0,0
K1E,European origins,British Isles origins,Scottish,2715,1375,1340
K1E,European origins,British Isles origins,Welsh,220,120,100
K1E,European origins,British Isles origins,British Isles origins; n.i.e.,425,190,230
K1E,European origins,French origins,,4595,2180,2415
K1E,European origins,French origins,Alsatian,0,0,0
K1E,European origins,French origins,Breton,0,0,0
K1E,European origins,French origins,Corsican,0,0,0
K1E,European origins,French origins,French,4590,2180,2410
K1E,European origins,Western European origins (except French origins),,1955,935,1020
K1E,European origins,Western European origins (except French origins),Austrian,60,45,15
K1E,European origins,Western European origins (except French origins),Bavarian,0,0,0
K1E,European origins,Western European origins (except French origins),Belgian,70,30,40
K1E,European origins,Western European origins (except French origins),Dutch,470,220,250
K1E,European origins,Western European origins (except French origins),Flemish,0,0,0
K1E,European origins,Western European origins (except French origins),Frisian,0,0,0
K1E,European origins,Western European origins (except French origins),German,1440,700,740
K1E,European origins,Western European origins (except French origins),Luxembourger,0,0,0
K1E,European origins,Western European origins (except French origins),Swiss,50,20,30
K1E,European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
K1E,European origins,Northern European origins (except British Isles origins),,375,195,175
K1E,European origins,Northern European origins (except British Isles origins),Danish,70,50,20
K1E,European origins,Northern European origins (except British Isles origins),Finnish,25,10,10
K1E,European origins,Northern European origins (except British Isles origins),Icelandic,65,30,35
K1E,European origins,Northern European origins (except British Isles origins),Norwegian,85,40,45
K1E,European origins,Northern European origins (except British Isles origins),Swedish,135,50,80
K1E,European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,30,20,10
K1E,European origins,Eastern European origins,,990,500,490
K1E,European origins,Eastern European origins,Bulgarian,20,10,10
K1E,European origins,Eastern European origins,Byelorussian,0,0,10
K1E,European origins,Eastern European origins,Czech,20,10,10
K1E,European origins,Eastern European origins,Czechoslovakian; n.o.s.,0,10,0
K1E,European origins,Eastern European origins,Estonian,0,10,0
K1E,European origins,Eastern European origins,Hungarian,90,50,40
K1E,European origins,Eastern European origins,Latvian,0,0,0
K1E,European origins,Eastern European origins,Lithuanian,20,10,10
K1E,European origins,Eastern European origins,Moldovan,10,10,10
K1E,European origins,Eastern European origins,Polish,495,235,260
K1E,European origins,Eastern European origins,Romanian,30,20,10
K1E,European origins,Eastern European origins,Russian,135,65,70
K1E,European origins,Eastern European origins,Slovak,15,0,10
K1E,European origins,Eastern European origins,Ukrainian,305,160,145
K1E,European origins,Eastern European origins,Eastern European origins; n.i.e.,0,0,0
K1E,European origins,Southern European origins,,1080,510,570
K1E,European origins,Southern European origins,Albanian,10,0,0
K1E,European origins,Southern European origins,Bosnian,0,0,0
K1E,European origins,Southern European origins,Catalan,0,0,0
K1E,European origins,Southern European origins,Croatian,20,15,10
K1E,European origins,Southern European origins,Cypriot,0,0,0
K1E,European origins,Southern European origins,Greek,70,45,25
K1E,European origins,Southern European origins,Italian,640,295,345
K1E,European origins,Southern European origins,Kosovar,0,0,0
K1E,European origins,Southern European origins,Macedonian,10,0,10
K1E,European origins,Southern European origins,Maltese,0,0,0
K1E,European origins,Southern European origins,Montenegrin,0,0,0
K1E,European origins,Southern European origins,Portuguese,140,90,55
K1E,European origins,Southern European origins,Serbian,10,10,0
K1E,European origins,Southern European origins,Sicilian,10,0,0
K1E,European origins,Southern European origins,Slovenian,30,25,10
K1E,European origins,Southern European origins,Spanish,210,75,135
K1E,European origins,Southern European origins,Yugoslavian; n.o.s.,0,0,10
K1E,European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
K1E,European origins,Other European origins,,65,45,25
K1E,European origins,Other European origins,Basque,25,15,10
K1E,European origins,Other European origins,Jewish,30,25,10
K1E,European origins,Other European origins,Roma (Gypsy),0,0,0
K1E,European origins,Other European origins,Slavic; n.o.s.,0,0,0
K1E,European origins,Other European origins,Other European origins; n.i.e.,15,10,0
K1E,Caribbean origins,Other European origins,,580,290,290
K1E,Caribbean origins,Antiguan,,0,0,0
K1E,Caribbean origins,Bahamian,,0,0,0
K1E,Caribbean origins,Barbadian,,10,0,0
K1E,Caribbean origins,Bermudan,,0,0,0
K1E,Caribbean origins,Carib,,0,0,0
K1E,Caribbean origins,Cuban,,25,0,20
K1E,Caribbean origins,Dominican,,15,0,10
K1E,Caribbean origins,Grenadian,,0,0,0
K1E,Caribbean origins,Guadeloupean,,0,0,0
K1E,Caribbean origins,Haitian,,290,145,140
K1E,Caribbean origins,Jamaican,,105,45,65
K1E,Caribbean origins,Kittitian/Nevisian,,0,0,0
K1E,Caribbean origins,Martinican,,0,0,0
K1E,Caribbean origins,Montserratan,,0,0,0
K1E,Caribbean origins,Puerto Rican,,0,0,0
K1E,Caribbean origins,St. Lucian,,25,10,15
K1E,Caribbean origins,Trinidadian/Tobagonian,,50,30,20
K1E,Caribbean origins,Vincentian/Grenadinian,,0,0,0
K1E,Caribbean origins,West Indian; n.o.s.,,65,40,25
K1E,Caribbean origins,Caribbean origins; n.i.e.,,20,10,10
K1E,Latin; Central and South American origins,,,205,95,110
K1E,Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,0,0,0
K1E,Latin; Central and South American origins,Arawak,,0,0,0
K1E,Latin; Central and South American origins,Argentinian,,25,10,15
K1E,Latin; Central and South American origins,Belizean,,0,0,0
K1E,Latin; Central and South American origins,Bolivian,,0,0,0
K1E,Latin; Central and South American origins,Brazilian,,20,0,10
K1E,Latin; Central and South American origins,Chilean,,15,10,10
K1E,Latin; Central and South American origins,Colombian,,40,15,25
K1E,Latin; Central and South American origins,Costa Rican,,0,0,0
K1E,Latin; Central and South American origins,Ecuadorian,,0,0,0
K1E,Latin; Central and South American origins,Guatemalan,,0,0,0
K1E,Latin; Central and South American origins,Guyanese,,20,10,10
K1E,Latin; Central and South American origins,Hispanic,,0,0,0
K1E,Latin; Central and South American origins,Honduran,,0,0,0
K1E,Latin; Central and South American origins,Maya,,0,0,0
K1E,Latin; Central and South American origins,Mexican,,55,25,30
K1E,Latin; Central and South American origins,Nicaraguan,,25,10,15
K1E,Latin; Central and South American origins,Panamanian,,0,0,0
K1E,Latin; Central and South American origins,Paraguayan,,0,0,0
K1E,Latin; Central and South American origins,Peruvian,,25,10,10
K1E,Latin; Central and South American origins,Salvadorean,,0,0,0
K1E,Latin; Central and South American origins,Uruguayan,,0,0,0
K1E,Latin; Central and South American origins,Venezuelan,,10,0,10
K1E,Latin; Central and South American origins,Latin; Central and South American origins; n.i.e.,,0,0,0
K1E,African origins,,,505,230,270
K1E,African origins,Central and West African origins,,115,60,60
K1E,African origins,Central and West African origins,Akan,0,0,0
K1E,African origins,Central and West African origins,Angolan,10,0,0
K1E,African origins,Central and West African origins,Ashanti,0,0,0
K1E,African origins,Central and West African origins,Beninese,20,10,10
K1E,African origins,Central and West African origins,Burkinabe,0,0,0
K1E,African origins,Central and West African origins,Cameroonian,20,15,10
K1E,African origins,Central and West African origins,Chadian,0,0,0
K1E,African origins,Central and West African origins,Congolese,0,0,0
K1E,African origins,Central and West African origins,Edo,0,0,0
K1E,African origins,Central and West African origins,Ewe,0,0,0
K1E,African origins,Central and West African origins,Gabonese,0,0,0
K1E,African origins,Central and West African origins,Gambian,10,0,10
K1E,African origins,Central and West African origins,Ghanaian,15,10,10
K1E,African origins,Central and West African origins,Guinean,0,0,0
K1E,African origins,Central and West African origins,Ibo,0,0,0
K1E,African origins,Central and West African origins,Ivorian,10,10,0
K1E,African origins,Central and West African origins,Liberian,15,10,10
K1E,African origins,Central and West African origins,Malian,10,0,0
K1E,African origins,Central and West African origins,Malinké,10,0,10
K1E,African origins,Central and West African origins,Nigerian,10,0,0
K1E,African origins,Central and West African origins,Peulh,0,0,0
K1E,African origins,Central and West African origins,Senegalese,0,0,0
K1E,African origins,Central and West African origins,Sierra Leonean,0,0,0
K1E,African origins,Central and West African origins,Togolese,25,15,10
K1E,African origins,Central and West African origins,Wolof,0,0,0
K1E,African origins,Central and West African origins,Yoruba,0,0,0
K1E,African origins,Central and West African origins,Central and West African origins; n.i.e.,0,0,0
K1E,African origins,North African origins,,130,55,80
K1E,African origins,North African origins,Algerian,10,10,0
K1E,African origins,North African origins,Berber,30,15,20
K1E,African origins,North African origins,Coptic,0,0,0
K1E,African origins,North African origins,Dinka,0,0,0
K1E,African origins,North African origins,Egyptian,45,15,30
K1E,African origins,North African origins,Libyan,0,0,0
K1E,African origins,North African origins,Maure,0,0,0
K1E,African origins,North African origins,Moroccan,30,15,15
K1E,African origins,North African origins,Sudanese,15,0,15
K1E,African origins,North African origins,Tunisian,0,0,0
K1E,African origins,North African origins,North African origins; n.i.e.,0,0,0
K1E,African origins,Southern and East African origins,,130,55,80
K1E,African origins,Southern and East African origins,Afrikaner,0,0,0
K1E,African origins,Southern and East African origins,Amhara,0,0,0
K1E,African origins,Southern and East African origins,Bantu; n.o.s.,0,0,0
K1E,African origins,Southern and East African origins,Burundian,0,0,0
K1E,African origins,Southern and East African origins,Djiboutian,0,0,0
K1E,African origins,Southern and East African origins,Eritrean,0,0,0
K1E,African origins,Southern and East African origins,Ethiopian,15,10,15
K1E,African origins,Southern and East African origins,Harari,0,0,0
K1E,African origins,Southern and East African origins,Kenyan,10,0,10
K1E,African origins,Southern and East African origins,Malagasy,0,0,0
K1E,African origins,Southern and East African origins,Mauritian,0,0,10
K1E,African origins,Southern and East African origins,Oromo,0,0,0
K1E,African origins,Southern and East African origins,Rwandan,0,0,0
K1E,African origins,Southern and East African origins,Seychellois,0,0,0
K1E,African origins,Southern and East African origins,Somali,85,40,40
K1E,African origins,Southern and East African origins,South African,0,0,0
K1E,African origins,Southern and East African origins,Tanzanian,0,0,0
K1E,African origins,Southern and East African origins,Tigrian,0,0,0
K1E,African origins,Southern and East African origins,Ugandan,0,0,0
K1E,African origins,Southern and East African origins,Zambian,0,0,0
K1E,African origins,Southern and East African origins,Zimbabwean,0,0,0
K1E,African origins,Southern and East African origins,Zulu,0,0,0
K1E,African origins,Southern and East African origins,Southern and East African origins; n.i.e.,10,10,10
K1E,African origins,Other African origins,,135,70,70
K1E,African origins,Other African origins,Black; n.o.s.,10,0,15
K1E,African origins,Other African origins,Other African origins; n.i.e.,130,70,60
K1E,Asian origins,Other African origins,,1095,565,530
K1E,Asian origins,West Central Asian and Middle Eastern origins,,370,195,175
K1E,Asian origins,West Central Asian and Middle Eastern origins,Afghan,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Arab; n.o.s.,30,15,10
K1E,Asian origins,West Central Asian and Middle Eastern origins,Armenian,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Assyrian,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Azerbaijani,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Georgian,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Hazara,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Iranian,15,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Iraqi,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Israeli,0,10,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Jordanian,0,10,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Kazakh,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Kurd,20,10,10
K1E,Asian origins,West Central Asian and Middle Eastern origins,Kuwaiti,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Kyrgyz,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Lebanese,235,125,110
K1E,Asian origins,West Central Asian and Middle Eastern origins,Palestinian,10,10,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Pashtun,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Saudi Arabian,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Syrian,70,35,30
K1E,Asian origins,West Central Asian and Middle Eastern origins,Tajik,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Tatar,10,0,10
K1E,Asian origins,West Central Asian and Middle Eastern origins,Turk,10,0,10
K1E,Asian origins,West Central Asian and Middle Eastern origins,Turkmen,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Uighur,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Uzbek,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,Yemeni,0,0,0
K1E,Asian origins,West Central Asian and Middle Eastern origins,West Central Asian and Middle Eastern origins; n.i.e.,0,0,10
K1E,Asian origins,South Asian origins,,230,130,95
K1E,Asian origins,South Asian origins,Bangladeshi,10,0,0
K1E,Asian origins,South Asian origins,Bengali,20,10,10
K1E,Asian origins,South Asian origins,Bhutanese,0,0,0
K1E,Asian origins,South Asian origins,East Indian,120,70,50
K1E,Asian origins,South Asian origins,Goan,0,0,0
K1E,Asian origins,South Asian origins,Gujarati,0,0,0
K1E,Asian origins,South Asian origins,Kashmiri,0,0,0
K1E,Asian origins,South Asian origins,Nepali,0,0,0
K1E,Asian origins,South Asian origins,Pakistani,55,30,20
K1E,Asian origins,South Asian origins,Punjabi,10,0,0
K1E,Asian origins,South Asian origins,Sinhalese,0,0,0
K1E,Asian origins,South Asian origins,Sri Lankan,0,0,0
K1E,Asian origins,South Asian origins,Tamil,0,0,0
K1E,Asian origins,South Asian origins,South Asian origins; n.i.e.,15,0,10
K1E,Asian origins,East and Southeast Asian origins,,495,235,260
K1E,Asian origins,East and Southeast Asian origins,Burmese,10,10,0
K1E,Asian origins,East and Southeast Asian origins,Cambodian (Khmer),0,0,0
K1E,Asian origins,East and Southeast Asian origins,Chinese,225,110,120
K1E,Asian origins,East and Southeast Asian origins,Filipino,140,60,85
K1E,Asian origins,East and Southeast Asian origins,Hmong,0,0,0
K1E,Asian origins,East and Southeast Asian origins,Indonesian,0,0,0
K1E,Asian origins,East and Southeast Asian origins,Japanese,55,30,30
K1E,Asian origins,East and Southeast Asian origins,Karen,0,0,0
K1E,Asian origins,East and Southeast Asian origins,Korean,15,10,0
K1E,Asian origins,East and Southeast Asian origins,Laotian,0,0,0
K1E,Asian origins,East and Southeast Asian origins,Malaysian,0,0,0
K1E,Asian origins,East and Southeast Asian origins,Mongolian,0,0,0
K1E,Asian origins,East and Southeast Asian origins,Singaporean,0,0,0
K1E,Asian origins,East and Southeast Asian origins,Taiwanese,0,0,10
K1E,Asian origins,East and Southeast Asian origins,Thai,10,0,10
K1E,Asian origins,East and Southeast Asian origins,Tibetan,0,0,0
K1E,Asian origins,East and Southeast Asian origins,Vietnamese,50,25,20
K1E,Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,0,0,0
K1E,Asian origins,Other Asian origins,,0,0,0
K1E,Asian origins,Other Asian origins,Other Asian origins; n.i.e.,0,0,0
K1E,Oceania origins,Other Asian origins,,40,20,20
K1E,Oceania origins,Australian,,40,15,20
K1E,Oceania origins,New Zealander,,0,0,0
K1E,Oceania origins,Pacific Islands origins,,0,0,0
K1E,Oceania origins,Pacific Islands origins,Fijian,0,0,0
K1E,Oceania origins,Pacific Islands origins,Hawaiian,0,0,0
K1E,Oceania origins,Pacific Islands origins,Maori,0,0,0
K1E,Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,0
K1E,Oceania origins,Pacific Islands origins,Samoan,0,0,0
K1E,Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,0,0,0
K2W,North American Aboriginal origins,,,295,145,155
K2W,North American Aboriginal origins,First Nations (North American Indian),,230,110,120
K2W,North American Aboriginal origins,Inuit,,10,0,0
K2W,North American Aboriginal origins,Métis,,65,30,30
K2W,Other North American origins,,,2285,1140,1140
K2W,Other North American origins,Acadian,,90,50,40
K2W,Other North American origins,American,,85,30,60
K2W,Other North American origins,Canadian,,2180,1095,1085
K2W,Other North American origins,New Brunswicker,,15,10,10
K2W,Other North American origins,Newfoundlander,,0,0,0
K2W,Other North American origins,Nova Scotian,,0,0,0
K2W,Other North American origins,Ontarian,,0,0,0
K2W,Other North American origins,Québécois,,0,0,0
K2W,Other North American origins,Other North American origins; n.i.e.,,0,0,0
K2W,European origins,,,4935,2465,2470
K2W,European origins,British Isles origins,,3255,1660,1590
K2W,European origins,British Isles origins,Channel Islander,0,0,0
K2W,European origins,British Isles origins,Cornish,0,0,0
K2W,European origins,British Isles origins,English,1565,835,730
K2W,European origins,British Isles origins,Irish,1845,910,940
K2W,European origins,British Isles origins,Manx,0,0,0
K2W,European origins,British Isles origins,Scottish,1350,745,605
K2W,European origins,British Isles origins,Welsh,145,90,60
K2W,European origins,British Isles origins,British Isles origins; n.i.e.,300,155,145
K2W,European origins,French origins,,1430,625,800
K2W,European origins,French origins,Alsatian,0,0,0
K2W,European origins,French origins,Breton,0,0,0
K2W,European origins,French origins,Corsican,0,0,0
K2W,European origins,French origins,French,1425,625,805
K2W,European origins,Western European origins (except French origins),,1175,565,615
K2W,European origins,Western European origins (except French origins),Austrian,35,20,20
K2W,European origins,Western European origins (except French origins),Bavarian,0,0,0
K2W,European origins,Western European origins (except French origins),Belgian,20,10,10
K2W,European origins,Western European origins (except French origins),Dutch,390,200,190
K2W,European origins,Western European origins (except French origins),Flemish,15,0,15
K2W,European origins,Western European origins (except French origins),Frisian,0,0,0
K2W,European origins,Western European origins (except French origins),German,785,355,425
K2W,European origins,Western European origins (except French origins),Luxembourger,0,0,0
K2W,European origins,Western European origins (except French origins),Swiss,25,15,10
K2W,European origins,Western European origins (except French origins),Western European origins; n.i.e.,0,0,0
K2W,European origins,Northern European origins (except British Isles origins),,240,145,90
K2W,European origins,Northern European origins (except British Isles origins),Danish,65,40,25
K2W,European origins,Northern European origins (except British Isles origins),Finnish,30,20,15
K2W,European origins,Northern European origins (except British Isles origins),Icelandic,10,10,0
K2W,European origins,Northern European origins (except British Isles origins),Norwegian,60,35,25
K2W,European origins,Northern European origins (except British Isles origins),Swedish,65,45,20
K2W,European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,0,0,10
K2W,European origins,Eastern European origins,,930,450,475
K2W,European origins,Eastern European origins,Bulgarian,35,20,20
K2W,European origins,Eastern European origins,Byelorussian,15,15,10
K2W,European origins,Eastern European origins,Czech,20,15,0
K2W,European origins,Eastern European origins,Czechoslovakian; n.o.s.,10,0,0
K2W,European origins,Eastern European origins,Estonian,10,10,0
K2W,European origins,Eastern European origins,Hungarian,145,85,65
K2W,European origins,Eastern European origins,Latvian,0,0,10
K2W,European origins,Eastern European origins,Lithuanian,15,0,10
K2W,European origins,Eastern European origins,Moldovan,0,0,0
K2W,European origins,Eastern European origins,Polish,210,105,105
K2W,European origins,Eastern European origins,Romanian,115,60,55
K2W,European origins,Eastern European origins,Russian,175,80,95
K2W,European origins,Eastern European origins,Slovak,55,35,25
K2W,European origins,Eastern European origins,Ukrainian,280,135,140
K2W,European origins,Eastern European origins,Eastern European origins; n.i.e.,0,0,0
K2W,European origins,Southern European origins,,565,275,295
K2W,European origins,Southern European origins,Albanian,0,0,0
K2W,European origins,Southern European origins,Bosnian,0,0,0
