area_code,primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
K2W,European origins,Southern European origins,Catalan,0,0,0
K2W,European origins,Southern European origins,Croatian,20,15,0
K2W,European origins,Southern European origins,Cypriot,0,0,0
K2W,European origins,Southern European origins,Greek,40,10,30
K2W,European origins,Southern European origins,Italian,390,200,190
K2W,European origins,Southern European origins,Kosovar,0,0,0
K2W,European origins,Southern European origins,Macedonian,0,0,0
K2W,European origins,Southern European origins,Maltese,0,0,0
K2W,European origins,Southern European origins,Montenegrin,0,0,0
K2W,European origins,Southern European origins,Portuguese,35,15,20
K2W,European origins,Southern European origins,Serbian,40,20,20
K2W,European origins,Southern European origins,Sicilian,0,0,0
K2W,European origins,Southern European origins,Slovenian,0,0,0
K2W,European origins,Southern European origins,Spanish,75,20,50
K2W,European origins,Southern European origins,Yugoslavian; n.o.s.,0,0,0
K2W,European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
K2W,European origins,Other European origins,,90,55,35
K2W,European origins,Other European origins,Basque,0,0,0
K2W,European origins,Other European origins,Jewish,85,50,35
K2W,European origins,Other European origins,Roma (Gypsy),0,0,0
K2W,European origins,Other European origins,Slavic; n.o.s.,0,0,0
K2W,European origins,Other European origins,Other European origins; n.i.e.,0,0,0
K2W,Caribbean origins,Other European origins,,120,70,50
K2W,Caribbean origins,Antiguan,,0,0,0
K2W,Caribbean origins,Bahamian,,0,0,0
K2W,Caribbean origins,Barbadian,,20,10,10
K2W,Caribbean origins,Bermudan,,0,0,0
K2W,Caribbean origins,Carib,,0,0,0
K2W,Caribbean origins,Cuban,,0,0,0
K2W,Caribbean origins,Dominican,,0,0,0
K2W,Caribbean origins,Grenadian,,0,0,0
K2W,Caribbean origins,Guadeloupean,,0,0,0
K2W,Caribbean origins,Haitian,,25,15,10
K2W,Caribbean origins,Jamaican,,45,35,15
K2W,Caribbean origins,Kittitian/Nevisian,,0,0,0
K2W,Caribbean origins,Martinican,,0,0,0
K2W,Caribbean origins,Montserratan,,0,0,0
K2W,Caribbean origins,Puerto Rican,,0,0,0
K2W,Caribbean origins,St. Lucian,,0,0,0
K2W,Caribbean origins,Trinidadian/Tobagonian,,30,10,15
K2W,Caribbean origins,Vincentian/Grenadinian,,0,0,0
K2W,Caribbean origins,West Indian; n.o.s.,,20,15,10
K2W,Caribbean origins,Caribbean origins; n.i.e.,,0,0,0
K2W,Latin; Central and South American origins,,,140,55,90
K2W,Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,0,0,0
K2W,Latin; Central and South American origins,Arawak,,0,0,0
K2W,Latin; Central and South American origins,Argentinian,,20,15,10
K2W,Latin; Central and South American origins,Belizean,,0,0,0
K2W,Latin; Central and South American origins,Bolivian,,0,0,0
K2W,Latin; Central and South American origins,Brazilian,,0,0,0
K2W,Latin; Central and South American origins,Chilean,,0,0,0
K2W,Latin; Central and South American origins,Colombian,,0,0,0
K2W,Latin; Central and South American origins,Costa Rican,,0,0,0
K2W,Latin; Central and South American origins,Ecuadorian,,20,10,10
K2W,Latin; Central and South American origins,Guatemalan,,0,0,0
K2W,Latin; Central and South American origins,Guyanese,,20,0,10
K2W,Latin; Central and South American origins,Hispanic,,0,0,0
K2W,Latin; Central and South American origins,Honduran,,0,0,0
K2W,Latin; Central and South American origins,Maya,,0,0,0
K2W,Latin; Central and South American origins,Mexican,,15,0,10
K2W,Latin; Central and South American origins,Nicaraguan,,10,10,0
K2W,Latin; Central and South American origins,Panamanian,,0,0,0
K2W,Latin; Central and South American origins,Paraguayan,,0,0,0
K2W,Latin; Central and South American origins,Peruvian,,40,10,30
K2W,Latin; Central and South American origins,Salvadorean,,10,0,10
K2W,Latin; Central and South American origins,Uruguayan,,0,0,0
K2W,Latin; Central and South American origins,Venezuelan,,10,0,0
K2W,Latin; Central and South American origins,Latin; Central and South American origins; n.i.e.,,0,0,0
K2W,African origins,,,535,235,300
K2W,African origins,Central and West African origins,,50,20,30
K2W,African origins,Central and West African origins,Akan,0,0,0
K2W,African origins,Central and West African origins,Angolan,0,0,0
K2W,African origins,Central and West African origins,Ashanti,0,0,0
K2W,African origins,Central and West African origins,Beninese,0,0,0
K2W,African origins,Central and West African origins,Burkinabe,0,0,0
K2W,African origins,Central and West African origins,Cameroonian,15,10,10
K2W,African origins,Central and West African origins,Chadian,0,0,0
K2W,African origins,Central and West African origins,Congolese,35,15,20
K2W,African origins,Central and West African origins,Edo,0,0,0
K2W,African origins,Central and West African origins,Ewe,0,0,0
K2W,African origins,Central and West African origins,Gabonese,0,0,0
K2W,African origins,Central and West African origins,Gambian,0,0,0
K2W,African origins,Central and West African origins,Ghanaian,0,0,0
K2W,African origins,Central and West African origins,Guinean,0,0,0
K2W,African origins,Central and West African origins,Ibo,0,0,0
K2W,African origins,Central and West African origins,Ivorian,0,0,0
K2W,African origins,Central and West African origins,Liberian,0,0,0
K2W,African origins,Central and West African origins,Malian,0,0,0
K2W,African origins,Central and West African origins,Malinké,0,0,0
K2W,African origins,Central and West African origins,Nigerian,0,0,10
K2W,African origins,Central and West African origins,Peulh,0,0,0
K2W,African origins,Central and West African origins,Senegalese,0,0,0
K2W,African origins,Central and West African origins,Sierra Leonean,0,0,0
K2W,African origins,Central and West African origins,Togolese,0,0,0
K2W,African origins,Central and West African origins,Wolof,0,0,0
K2W,African origins,Central and West African origins,Yoruba,0,0,0
K2W,African origins,Central and West African origins,Central and West African origins; n.i.e.,0,0,0
K2W,African origins,North African origins,,245,120,120
K2W,African origins,North African origins,Algerian,20,10,15
K2W,African origins,North African origins,Berber,20,10,10
K2W,African origins,North African origins,Coptic,0,0,0
K2W,African origins,North African origins,Dinka,0,0,0
K2W,African origins,North African origins,Egyptian,175,85,85
K2W,African origins,North African origins,Libyan,0,0,0
K2W,African origins,North African origins,Maure,0,0,0
K2W,African origins,North African origins,Moroccan,15,10,0
K2W,African origins,North African origins,Sudanese,20,0,10
K2W,African origins,North African origins,Tunisian,0,0,0
K2W,African origins,North African origins,North African origins; n.i.e.,25,10,15
K2W,African origins,Southern and East African origins,,135,60,75
K2W,African origins,Southern and East African origins,Afrikaner,0,0,0
K2W,African origins,Southern and East African origins,Amhara,0,0,0
K2W,African origins,Southern and East African origins,Bantu; n.o.s.,0,0,0
K2W,African origins,Southern and East African origins,Burundian,0,0,0
K2W,African origins,Southern and East African origins,Djiboutian,0,0,0
K2W,African origins,Southern and East African origins,Eritrean,20,10,10
K2W,African origins,Southern and East African origins,Ethiopian,25,15,15
K2W,African origins,Southern and East African origins,Harari,10,10,0
K2W,African origins,Southern and East African origins,Kenyan,15,10,0
K2W,African origins,Southern and East African origins,Malagasy,0,0,0
K2W,African origins,Southern and East African origins,Mauritian,0,0,0
K2W,African origins,Southern and East African origins,Oromo,10,10,10
K2W,African origins,Southern and East African origins,Rwandan,0,0,0
K2W,African origins,Southern and East African origins,Seychellois,0,0,0
K2W,African origins,Southern and East African origins,Somali,0,10,10
K2W,African origins,Southern and East African origins,South African,10,0,10
K2W,African origins,Southern and East African origins,Tanzanian,15,0,0
K2W,African origins,Southern and East African origins,Tigrian,10,0,10
K2W,African origins,Southern and East African origins,Ugandan,15,10,15
K2W,African origins,Southern and East African origins,Zambian,0,0,0
K2W,African origins,Southern and East African origins,Zimbabwean,0,0,0
K2W,African origins,Southern and East African origins,Zulu,0,0,0
K2W,African origins,Southern and East African origins,Southern and East African origins; n.i.e.,0,0,0
K2W,African origins,Other African origins,,120,40,80
K2W,African origins,Other African origins,Black; n.o.s.,0,0,0
K2W,African origins,Other African origins,Other African origins; n.i.e.,120,40,80
K2W,Asian origins,Other African origins,,2765,1310,1455
K2W,Asian origins,West Central Asian and Middle Eastern origins,,630,295,335
K2W,Asian origins,West Central Asian and Middle Eastern origins,Afghan,65,35,25
K2W,Asian origins,West Central Asian and Middle Eastern origins,Arab; n.o.s.,120,45,70
K2W,Asian origins,West Central Asian and Middle Eastern origins,Armenian,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Assyrian,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Azerbaijani,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Georgian,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Hazara,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Iranian,115,55,60
K2W,Asian origins,West Central Asian and Middle Eastern origins,Iraqi,10,0,10
K2W,Asian origins,West Central Asian and Middle Eastern origins,Israeli,10,10,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Jordanian,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Kazakh,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Kurd,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Kuwaiti,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Kyrgyz,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Lebanese,160,75,85
K2W,Asian origins,West Central Asian and Middle Eastern origins,Palestinian,55,30,30
K2W,Asian origins,West Central Asian and Middle Eastern origins,Pashtun,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Saudi Arabian,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Syrian,40,20,20
K2W,Asian origins,West Central Asian and Middle Eastern origins,Tajik,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Tatar,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Turk,65,30,30
K2W,Asian origins,West Central Asian and Middle Eastern origins,Turkmen,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Uighur,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Uzbek,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,Yemeni,0,0,0
K2W,Asian origins,West Central Asian and Middle Eastern origins,West Central Asian and Middle Eastern origins; n.i.e.,45,20,25
K2W,Asian origins,South Asian origins,,910,415,495
K2W,Asian origins,South Asian origins,Bangladeshi,35,20,20
K2W,Asian origins,South Asian origins,Bengali,10,10,10
K2W,Asian origins,South Asian origins,Bhutanese,0,0,0
K2W,Asian origins,South Asian origins,East Indian,595,260,335
K2W,Asian origins,South Asian origins,Goan,0,0,0
K2W,Asian origins,South Asian origins,Gujarati,0,0,0
K2W,Asian origins,South Asian origins,Kashmiri,0,0,0
K2W,Asian origins,South Asian origins,Nepali,0,0,0
K2W,Asian origins,South Asian origins,Pakistani,100,55,45
K2W,Asian origins,South Asian origins,Punjabi,35,10,20
K2W,Asian origins,South Asian origins,Sinhalese,0,0,0
K2W,Asian origins,South Asian origins,Sri Lankan,110,65,45
K2W,Asian origins,South Asian origins,Tamil,65,30,35
K2W,Asian origins,South Asian origins,South Asian origins; n.i.e.,105,45,65
K2W,Asian origins,East and Southeast Asian origins,,1270,600,670
K2W,Asian origins,East and Southeast Asian origins,Burmese,0,0,0
K2W,Asian origins,East and Southeast Asian origins,Cambodian (Khmer),140,60,85
K2W,Asian origins,East and Southeast Asian origins,Chinese,755,355,405
K2W,Asian origins,East and Southeast Asian origins,Filipino,125,55,70
K2W,Asian origins,East and Southeast Asian origins,Hmong,0,0,0
K2W,Asian origins,East and Southeast Asian origins,Indonesian,0,0,0
K2W,Asian origins,East and Southeast Asian origins,Japanese,50,15,35
K2W,Asian origins,East and Southeast Asian origins,Karen,0,0,0
K2W,Asian origins,East and Southeast Asian origins,Korean,40,15,25
K2W,Asian origins,East and Southeast Asian origins,Laotian,15,15,0
K2W,Asian origins,East and Southeast Asian origins,Malaysian,0,0,0
K2W,Asian origins,East and Southeast Asian origins,Mongolian,0,0,0
K2W,Asian origins,East and Southeast Asian origins,Singaporean,0,0,0
K2W,Asian origins,East and Southeast Asian origins,Taiwanese,25,10,15
K2W,Asian origins,East and Southeast Asian origins,Thai,10,0,10
K2W,Asian origins,East and Southeast Asian origins,Tibetan,0,0,0
K2W,Asian origins,East and Southeast Asian origins,Vietnamese,220,130,95
K2W,Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,40,25,15
K2W,Asian origins,Other Asian origins,,0,0,0
K2W,Asian origins,Other Asian origins,Other Asian origins; n.i.e.,0,0,0
K2W,Oceania origins,Other Asian origins,,0,0,0
K2W,Oceania origins,Australian,,10,0,0
K2W,Oceania origins,New Zealander,,0,0,0
K2W,Oceania origins,Pacific Islands origins,,0,0,0
K2W,Oceania origins,Pacific Islands origins,Fijian,0,0,0
K2W,Oceania origins,Pacific Islands origins,Hawaiian,0,0,0
K2W,Oceania origins,Pacific Islands origins,Maori,0,0,0
K2W,Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,0
K2W,Oceania origins,Pacific Islands origins,Samoan,0,0,0
K2W,Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,0,0,0
K1M,North American Aboriginal origins,,,295,125,175
K1M,North American Aboriginal origins,First Nations (North American Indian),,200,70,125
K1M,North American Aboriginal origins,Inuit,,0,10,0
